protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT870_2_Q9ULX3	Q9ULX3	NOB1_HUMAN	RNA-binding protein NOB1	leading protein	3	8	3
PRT870_2_Q15424	Q15424	SAFB1_HUMAN	Scaffold attachment factor B1	leading protein	3	21	1
PRT870_2_P46087	P46087	NOP2_HUMAN	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	leading protein	3	44	3
PRT870_2_Q5JTV8	Q5JTV8	TOIP1_HUMAN	Torsin-1A-interacting protein 1	leading protein	3	43	3
PRT870_2_Q9Y2K7	Q9Y2K7	KDM2A_HUMAN	Lysine-specific demethylase 2A	leading protein	3	9	3
PRT870_2_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	leading protein	3	3	3
PRT870_2_P24534	P24534	EF1B_HUMAN	Elongation factor 1-beta	leading protein	3	32	3
PRT870_2_P49736	P49736	MCM2_HUMAN	DNA replication licensing factor MCM2	leading protein	3	13	3
PRT870_2_Q9Y6X9	Q9Y6X9	MORC2_HUMAN	ATPase MORC2	leading protein	3	7	3
PRT870_2_Q9Y5J1	Q9Y5J1	UTP18_HUMAN	U3 small nucleolar RNA-associated protein 18 homolog	leading protein	3	26	3
PRT870_2_Q9Y2X3	Q9Y2X3	NOP58_HUMAN	Nucleolar protein 58	leading protein	3	29	3
PRT870_2_Q03701	Q03701	CEBPZ_HUMAN	CCAAT/enhancer-binding protein zeta	leading protein	3	24	3
PRT870_2_Q9BUJ2	Q9BUJ2	HNRL1_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 1	leading protein	3	8	3
PRT870_2_Q9NQC3	Q9NQC3	RTN4_HUMAN	Reticulon-4	leading protein	3	12	3
PRT870_2_Q96ST2	Q96ST2	IWS1_HUMAN	Protein IWS1 homolog	leading protein	3	38	3
PRT870_2_P08238	P08238	HS90B_HUMAN	Heat shock protein HSP 90-beta	leading protein	3	12	1
PRT870_2_P13861	P13861	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	leading protein	3	17	3
PRT870_2_Q8NEJ9	Q8NEJ9	NGDN_HUMAN	Neuroguidin	leading protein	3	11	3
PRT870_2_Q9H7N4	Q9H7N4	SFR19_HUMAN	Splicing factor, arginine/serine-rich 19	leading protein	3	10	3
PRT870_2_Q04726	Q04726	TLE3_HUMAN	Transducin-like enhancer protein 3	leading protein	3	10	3
PRT870_2_Q8WUB8	Q8WUB8	PHF10_HUMAN	PHD finger protein 10	leading protein	3	15	3
PRT870_2_Q5T200	Q5T200	ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13	leading protein	3	9	3
PRT870_2_P05455	P05455	LA_HUMAN	Lupus La protein	leading protein	3	40	3
PRT870_2_Q13428	Q13428	TCOF_HUMAN	Treacle protein	leading protein	3	22	3
PRT870_2_Q9BVJ6	Q9BVJ6	UT14A_HUMAN	U3 small nucleolar RNA-associated protein 14 homolog A	leading protein	3	16	3
PRT870_2_Q9Y618	Q9Y618	NCOR2_HUMAN	Nuclear receptor corepressor 2	leading protein	3	14	3
PRT870_2_Q8IYB3	Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1	leading protein	3	75	3
PRT870_2_Q9Y520	Q9Y520	PRC2C_HUMAN	Protein PRRC2C	leading protein	3	8	3
PRT870_2_Q13442	Q13442	HAP28_HUMAN	28 kDa heat- and acid-stable phosphoprotein	leading protein	3	34	3
PRT870_2_Q13547	Q13547	HDAC1_HUMAN	Histone deacetylase 1	leading protein	3	39	3
PRT870_2_Q9Y6G9	Q9Y6G9	DC1L1_HUMAN	Cytoplasmic dynein 1 light intermediate chain 1	leading protein	3	10	3
PRT870_2_Q86XP3	Q86XP3	DDX42_HUMAN	ATP-dependent RNA helicase DDX42	leading protein	3	21	3
PRT870_2_Q8N3X1	Q8N3X1	FNBP4_HUMAN	Formin-binding protein 4	leading protein	3	10	3
PRT870_2_Q5JSH3	Q5JSH3	WDR44_HUMAN	WD repeat-containing protein 44	leading protein	3	3	3
PRT870_2_Q15154	Q15154	PCM1_HUMAN	Pericentriolar material 1 protein	leading protein	3	17	3
PRT870_2_P28715	P28715	ERCC5_HUMAN	DNA repair protein complementing XP-G cells	leading protein	3	7	3
PRT870_2_Q9BUR4	Q9BUR4	TCAB1_HUMAN	Telomerase Cajal body protein 1	leading protein	3	9	3
PRT870_2_P42166	P42166	LAP2A_HUMAN	Lamina-associated polypeptide 2, isoform alpha	leading protein	3	64	0
PRT870_2_Q7KZ85	Q7KZ85	SPT6H_HUMAN	Transcription elongation factor SPT6	leading protein	3	19	3
PRT870_2_Q9NXG2	Q9NXG2	THUM1_HUMAN	THUMP domain-containing protein 1	leading protein	3	21	3
PRT870_2_Q14432	Q14432	PDE3A_HUMAN	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	leading protein	3	10	3
PRT870_2_P85037	P85037	FOXK1_HUMAN	Forkhead box protein K1	leading protein	3	12	3
PRT870_2_O00193	O00193	SMAP_HUMAN	Small acidic protein	leading protein	3	18	3
PRT870_2_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	leading protein	3	9	3
PRT870_2_Q9BPX3	Q9BPX3	CND3_HUMAN	Condensin complex subunit 3	leading protein	3	15	3
PRT870_2_Q5TAQ9	Q5TAQ9	DCAF8_HUMAN	DDB1- and CUL4-associated factor 8	leading protein	2	10	2
PRT870_2_P46060	P46060	RAGP1_HUMAN	Ran GTPase-activating protein 1	leading protein	2	28	2
PRT870_2_Q9UN86	Q9UN86	G3BP2_HUMAN	Ras GTPase-activating protein-binding protein 2	leading protein	2	15	2
PRT870_2_P27824	P27824	CALX_HUMAN	Calnexin	leading protein	2	17	2
PRT870_2_Q9NQS7	Q9NQS7	INCE_HUMAN	Inner centromere protein	leading protein	2	3	2
PRT870_2_Q7L014	Q7L014	DDX46_HUMAN	Probable ATP-dependent RNA helicase DDX46	leading protein	2	25	2
PRT870_2_B5ME19	B5ME19	EIFCL_HUMAN	Eukaryotic translation initiation factor 3 subunit C-like protein	leading protein	2	10	0
PRT870_2_O00264	O00264	PGRC1_HUMAN	Membrane-associated progesterone receptor component 1	leading protein	2	22	2
PRT870_2_Q86VR2	Q86VR2	RETR3_HUMAN	Reticulophagy regulator 3	leading protein	2	8	2
PRT870_2_Q5T1M5	Q5T1M5	FKB15_HUMAN	FK506-binding protein 15	leading protein	2	4	2
PRT870_2_P29966	P29966	MARCS_HUMAN	Myristoylated alanine-rich C-kinase substrate	leading protein	2	29	2
PRT870_2_Q9H3N1	Q9H3N1	TMX1_HUMAN	Thioredoxin-related transmembrane protein 1	leading protein	2	17	2
PRT870_2_P54105	P54105	ICLN_HUMAN	Methylosome subunit pICln	leading protein	2	20	2
PRT870_2_Q96B36	Q96B36	AKTS1_HUMAN	Proline-rich AKT1 substrate 1	leading protein	2	8	2
PRT870_2_Q9UNF0	Q9UNF0	PACN2_HUMAN	Protein kinase C and casein kinase substrate in neurons protein 2	leading protein	2	13	2
PRT870_2_Q9H7L9	Q9H7L9	SDS3_HUMAN	Sin3 histone deacetylase corepressor complex component SDS3	leading protein	2	10	2
PRT870_2_O95817	O95817	BAG3_HUMAN	BAG family molecular chaperone regulator 3	leading protein	2	15	2
PRT870_2_Q5SW79	Q5SW79	CE170_HUMAN	Centrosomal protein of 170 kDa	leading protein	2	3	2
PRT870_2_P52948	P52948	NUP98_HUMAN	Nuclear pore complex protein Nup98-Nup96	leading protein	2	10	2
PRT870_2_P23588	P23588	IF4B_HUMAN	Eukaryotic translation initiation factor 4B	leading protein	2	13	2
PRT870_2_O14974	O14974	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A	leading protein	2	6	2
PRT870_2_O43290	O43290	SNUT1_HUMAN	U4/U6.U5 tri-snRNP-associated protein 1	leading protein	2	9	2
PRT870_2_O60231	O60231	DHX16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	leading protein	2	20	2
PRT870_2_Q9UKV3	Q9UKV3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus	leading protein	2	2	2
PRT870_2_O60343	O60343	TBCD4_HUMAN	TBC1 domain family member 4	leading protein	2	5	2
PRT870_2_Q9BVV8	Q9BVV8	F174C_HUMAN	Protein FAM174C	leading protein	2	8	2
PRT870_2_Q99543	Q99543	DNJC2_HUMAN	DnaJ homolog subfamily C member 2	leading protein	2	7	2
PRT870_2_P55884	P55884	EIF3B_HUMAN	Eukaryotic translation initiation factor 3 subunit B	leading protein	2	52	2
PRT870_2_Q8N9T8	Q8N9T8	KRI1_HUMAN	Protein KRI1 homolog	leading protein	2	7	2
PRT870_2_Q5T5U3	Q5T5U3	RHG21_HUMAN	Rho GTPase-activating protein 21	leading protein	2	4	2
PRT870_2_Q9Y5B6	Q9Y5B6	PAXB1_HUMAN	PAX3- and PAX7-binding protein 1	leading protein	2	18	2
PRT870_2_Q96NB3	Q96NB3	ZN830_HUMAN	Zinc finger protein 830	leading protein	2	5	2
PRT870_2_O00567	O00567	NOP56_HUMAN	Nucleolar protein 56	leading protein	2	13	2
PRT870_2_O15541	O15541	R113A_HUMAN	E3 ubiquitin-protein ligase RNF113A	leading protein	2	10	2
PRT870_2_P15924	P15924	DESP_HUMAN	Desmoplakin	leading protein	2	19	2
PRT870_2_Q8NDI1	Q8NDI1	EHBP1_HUMAN	EH domain-binding protein 1	leading protein	2	2	2
PRT870_2_Q6UN15	Q6UN15	FIP1_HUMAN	Pre-mRNA 3'-end-processing factor FIP1	leading protein	2	8	2
PRT870_2_P05388	P05388	RLA0_HUMAN	60S acidic ribosomal protein P0	leading protein	2	68	0
PRT870_2_Q9UPN7	Q9UPN7	PP6R1_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 1	leading protein	2	4	2
PRT870_2_Q03164	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A	leading protein	2	3	2
PRT870_2_Q9Y6D5	Q9Y6D5	BIG2_HUMAN	Brefeldin A-inhibited guanine nucleotide-exchange protein 2	leading protein	2	7	2
PRT870_2_Q8NC51	Q8NC51	PAIRB_HUMAN	Plasminogen activator inhibitor 1 RNA-binding protein	leading protein	2	5	2
PRT870_2_Q15648	Q15648	MED1_HUMAN	Mediator of RNA polymerase II transcription subunit 1	leading protein	2	4	2
PRT870_2_Q07157	Q07157	ZO1_HUMAN	Tight junction protein ZO-1	leading protein	2	9	2
PRT870_2_O43159	O43159	RRP8_HUMAN	Ribosomal RNA-processing protein 8	leading protein	2	25	2
PRT870_2_P35269	P35269	T2FA_HUMAN	General transcription factor IIF subunit 1	leading protein	2	15	2
PRT870_2_Q14157	Q14157	UBP2L_HUMAN	Ubiquitin-associated protein 2-like	leading protein	2	5	2
PRT870_2_Q9BWU0	Q9BWU0	NADAP_HUMAN	Kanadaptin	leading protein	2	3	2
PRT870_2_O75822	O75822	EIF3J_HUMAN	Eukaryotic translation initiation factor 3 subunit J	leading protein	2	18	2
PRT870_2_P49006	P49006	MRP_HUMAN	MARCKS-related protein	leading protein	2	3	2
PRT870_2_Q5UIP0	Q5UIP0	RIF1_HUMAN	Telomere-associated protein RIF1	leading protein	2	3	2
PRT870_2_Q9H0G5	Q9H0G5	NSRP1_HUMAN	Nuclear speckle splicing regulatory protein 1	leading protein	2	8	2
PRT870_2_P17535	P17535	JUND_HUMAN	Transcription factor jun-D	leading protein	2	3	2
PRT870_2_Q9BYW2	Q9BYW2	SETD2_HUMAN	Histone-lysine N-methyltransferase SETD2	leading protein	2	9	2
PRT870_2_Q9NQ55	Q9NQ55	SSF1_HUMAN	Suppressor of SWI4 1 homolog	leading protein	2	18	2
PRT870_2_P45973	P45973	CBX5_HUMAN	Chromobox protein homolog 5	leading protein	2	48	2
PRT870_2_O94880	O94880	PHF14_HUMAN	PHD finger protein 14	leading protein	2	3	2
PRT870_2_P55209	P55209	NP1L1_HUMAN	Nucleosome assembly protein 1-like 1	leading protein	2	2	2
PRT870_2_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	leading protein	2	17	2
PRT870_2_P17812	P17812	PYRG1_HUMAN	CTP synthase 1	leading protein	2	29	2
PRT870_2_P10412	P10412	H14_HUMAN	Histone H1.4	leading protein	2	9	2
PRT870_2_P06733	P06733	ENOA_HUMAN	Alpha-enolase	leading protein	2	3	1
PRT870_2_Q9Y2D5	Q9Y2D5	AKAP2_HUMAN	A-kinase anchor protein 2	leading protein	2	4	2
PRT870_2_Q14839	Q14839	CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4	leading protein	2	3	2
PRT870_2_Q92614	Q92614	MY18A_HUMAN	Unconventional myosin-XVIIIa	leading protein	2	6	2
PRT870_2_Q12905	Q12905	ILF2_HUMAN	Interleukin enhancer-binding factor 2	leading protein	2	5	2
PRT870_2_A1L390	A1L390	PKHG3_HUMAN	Pleckstrin homology domain-containing family G member 3	leading protein	2	6	2
PRT870_2_Q92733	Q92733	PRCC_HUMAN	Proline-rich protein PRCC	leading protein	2	11	2
PRT870_2_P20042	P20042	IF2B_HUMAN	Eukaryotic translation initiation factor 2 subunit 2	leading protein	2	8	2
PRT870_2_Q66K74	Q66K74	MAP1S_HUMAN	Microtubule-associated protein 1S	leading protein	2	12	2
PRT870_2_Q2KHR3	Q2KHR3	QSER1_HUMAN	Glutamine and serine-rich protein 1	leading protein	2	5	2
PRT870_2_Q9H1B7	Q9H1B7	I2BPL_HUMAN	Probable E3 ubiquitin-protein ligase IRF2BPL	leading protein	2	3	2
PRT870_2_Q27J81	Q27J81	INF2_HUMAN	Inverted formin-2	leading protein	2	7	2
PRT870_2_Q9NR30	Q9NR30	DDX21_HUMAN	Nucleolar RNA helicase 2	leading protein	2	35	2
PRT870_2_Q99733	Q99733	NP1L4_HUMAN	Nucleosome assembly protein 1-like 4	leading protein	2	19	2
PRT870_2_Q9UKS6	Q9UKS6	PACN3_HUMAN	Protein kinase C and casein kinase substrate in neurons protein 3	leading protein	2	7	2
PRT870_2_Q7Z4V5	Q7Z4V5	HDGR2_HUMAN	Hepatoma-derived growth factor-related protein 2	leading protein	2	31	2
PRT870_2_Q00613	Q00613	HSF1_HUMAN	Heat shock factor protein 1	leading protein	2	5	2
PRT870_2_Q9UJV9	Q9UJV9	DDX41_HUMAN	Probable ATP-dependent RNA helicase DDX41	leading protein	2	3	2
PRT870_2_Q8NAV1	Q8NAV1	PR38A_HUMAN	Pre-mRNA-splicing factor 38A	leading protein	2	16	2
PRT870_2_Q8ND56	Q8ND56	LS14A_HUMAN	Protein LSM14 homolog A	leading protein	2	11	2
PRT870_2_P18615	P18615	NELFE_HUMAN	Negative elongation factor E	leading protein	2	3	2
PRT870_2_Q96T58	Q96T58	MINT_HUMAN	Msx2-interacting protein	leading protein	2	5	2
PRT870_2_O60264	O60264	SMCA5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	leading protein	2	7	2
PRT870_2_P54725	P54725	RD23A_HUMAN	UV excision repair protein RAD23 homolog A	leading protein	2	6	2
PRT870_2_Q96T88	Q96T88	UHRF1_HUMAN	E3 ubiquitin-protein ligase UHRF1	leading protein	2	7	2
PRT870_2_P21127	P21127	CD11B_HUMAN	Cyclin-dependent kinase 11B	leading protein	2	9	1
PRT870_2_Q16637	Q16637	SMN_HUMAN	Survival motor neuron protein	leading protein	2	14	2
PRT870_2_P29692	P29692	EF1D_HUMAN	Elongation factor 1-delta	leading protein	2	74	2
PRT870_2_P51858	P51858	HDGF_HUMAN	Hepatoma-derived growth factor	leading protein	2	46	2
PRT870_2_O60832	O60832	DKC1_HUMAN	H/ACA ribonucleoprotein complex subunit DKC1	leading protein	2	8	2
PRT870_2_Q9BQG0	Q9BQG0	MBB1A_HUMAN	Myb-binding protein 1A	leading protein	2	16	2
PRT870_2_Q9ULL5	Q9ULL5	PRR12_HUMAN	Proline-rich protein 12	leading protein	2	4	2
PRT870_2_Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIM domain and actin-binding protein 1	leading protein	2	9	2
PRT870_2_Q96JM3	Q96JM3	CHAP1_HUMAN	Chromosome alignment-maintaining phosphoprotein 1	leading protein	2	14	2
PRT870_2_Q01804	Q01804	OTUD4_HUMAN	OTU domain-containing protein 4	leading protein	2	7	2
PRT870_2_Q99700	Q99700	ATX2_HUMAN	Ataxin-2	leading protein	2	5	2
PRT870_2_P18858	P18858	DNLI1_HUMAN	DNA ligase 1	leading protein	2	5	2
PRT870_2_O14617	O14617	AP3D1_HUMAN	AP-3 complex subunit delta-1	leading protein	2	12	2
PRT870_2_Q96TC7	Q96TC7	RMD3_HUMAN	Regulator of microtubule dynamics protein 3	leading protein	2	5	2
PRT870_2_P54727	P54727	RD23B_HUMAN	UV excision repair protein RAD23 homolog B	leading protein	2	8	2
PRT870_2_Q96QR8	Q96QR8	PURB_HUMAN	Transcriptional activator protein Pur-beta	leading protein	2	9	2
PRT870_2_Q9Y2W2	Q9Y2W2	WBP11_HUMAN	WW domain-binding protein 11	leading protein	2	13	2
PRT870_2_P48634	P48634	PRC2A_HUMAN	Protein PRRC2A	leading protein	2	9	2
PRT870_2_O43823	O43823	AKAP8_HUMAN	A-kinase anchor protein 8	leading protein	2	4	2
PRT870_2_Q96AY2	Q96AY2	EME1_HUMAN	Crossover junction endonuclease EME1	leading protein	2	6	2
PRT870_2_Q9Y3B9	Q9Y3B9	RRP15_HUMAN	RRP15-like protein	leading protein	2	7	2
PRT870_2_O60927	O60927	PP1RB_HUMAN	E3 ubiquitin-protein ligase PPP1R11	leading protein	2	29	2
PRT870_2_Q7Z417	Q7Z417	NUFP2_HUMAN	Nuclear fragile X mental retardation-interacting protein 2	leading protein	2	3	2
PRT870_2_P98175	P98175	RBM10_HUMAN	RNA-binding protein 10	leading protein	2	23	2
PRT870_2_Q96I25	Q96I25	SPF45_HUMAN	Splicing factor 45	leading protein	2	13	2
PRT870_2_Q86TC9	Q86TC9	MYPN_HUMAN	Myopalladin	leading protein	2	7	2
PRT870_2_P20810	P20810	ICAL_HUMAN	Calpastatin	leading protein	2	5	2
PRT870_2_Q4G0J3	Q4G0J3	LARP7_HUMAN	La-related protein 7	leading protein	2	6	2
PRT870_2_P07910	P07910	HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2	leading protein	2	22	2
PRT870_2_P61978	P61978	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K	leading protein	2	9	2
PRT870_2_Q01831	Q01831	XPC_HUMAN	DNA repair protein complementing XP-C cells	leading protein	2	14	2
PRT870_2_Q13283	Q13283	G3BP1_HUMAN	Ras GTPase-activating protein-binding protein 1	leading protein	2	14	2
PRT870_2_O00410	O00410	IPO5_HUMAN	Importin-5	leading protein	2	3	2
PRT870_2_Q9H0D6	Q9H0D6	XRN2_HUMAN	5'-3' exoribonuclease 2	leading protein	2	12	2
PRT870_2_Q9ULU4	Q9ULU4	PKCB1_HUMAN	Protein kinase C-binding protein 1	leading protein	2	5	2
PRT870_2_Q8N163	Q8N163	CCAR2_HUMAN	Cell cycle and apoptosis regulator protein 2	leading protein	2	7	2
PRT870_2_Q96EV2	Q96EV2	RBM33_HUMAN	RNA-binding protein 33	leading protein	2	6	2
PRT870_2_O60763	O60763	USO1_HUMAN	General vesicular transport factor p115	leading protein	2	14	2
PRT870_2_Q9Y446	Q9Y446	PKP3_HUMAN	Plakophilin-3	leading protein	2	4	2
PRT870_2_Q14161	Q14161	GIT2_HUMAN	ARF GTPase-activating protein GIT2	leading protein	2	5	2
PRT870_2_Q92766	Q92766	RREB1_HUMAN	Ras-responsive element-binding protein 1	leading protein	2	6	2
PRT870_2_Q56P03	Q56P03	EAPP_HUMAN	E2F-associated phosphoprotein	leading protein	2	6	2
PRT870_2_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	leading protein	2	3	0
PRT870_2_Q15019	Q15019	SEPT2_HUMAN	Septin-2	leading protein	2	9	2
PRT870_2_P38398	P38398	BRCA1_HUMAN	Breast cancer type 1 susceptibility protein	leading protein	2	5	2
PRT870_2_Q15459	Q15459	SF3A1_HUMAN	Splicing factor 3A subunit 1	leading protein	2	10	2
PRT870_2_Q9BZF1	Q9BZF1	OSBL8_HUMAN	Oxysterol-binding protein-related protein 8	leading protein	1	6	1
PRT870_2_P49756	P49756	RBM25_HUMAN	RNA-binding protein 25	leading protein	1	1	1
PRT870_2_Q02487	Q02487	DSC2_HUMAN	Desmocollin-2	leading protein	1	2	1
PRT870_2_Q8IWZ3	Q8IWZ3	ANKH1_HUMAN	Ankyrin repeat and KH domain-containing protein 1	leading protein	1	1	1
PRT870_2_Q8WVB6	Q8WVB6	CTF18_HUMAN	Chromosome transmission fidelity protein 18 homolog	leading protein	1	5	1
PRT870_2_Q92538	Q92538	GBF1_HUMAN	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	leading protein	1	3	1
PRT870_2_P47712	P47712	PA24A_HUMAN	Cytosolic phospholipase A2	leading protein	1	28	1
PRT870_2_Q8TE99	Q8TE99	PXYP1_HUMAN	2-phosphoxylose phosphatase 1	leading protein	1	1	1
PRT870_2_P35637	P35637	FUS_HUMAN	RNA-binding protein FUS	leading protein	1	1	1
PRT870_2_Q8WU17	Q8WU17	RN139_HUMAN	E3 ubiquitin-protein ligase RNF139	leading protein	1	4	1
PRT870_2_Q9BY44	Q9BY44	EIF2A_HUMAN	Eukaryotic translation initiation factor 2A	leading protein	1	1	1
PRT870_2_Q8IZL8	Q8IZL8	PELP1_HUMAN	Proline-, glutamic acid- and leucine-rich protein 1	leading protein	1	2	1
PRT870_2_Q6ZVX7	Q6ZVX7	FBX50_HUMAN	F-box only protein 50	leading protein	1	64	1
PRT870_2_Q96EZ8	Q96EZ8	MCRS1_HUMAN	Microspherule protein 1	leading protein	1	2	1
PRT870_2_P98082	P98082	DAB2_HUMAN	Disabled homolog 2	leading protein	1	1	1
PRT870_2_Q9P289	Q9P289	STK26_HUMAN	Serine/threonine-protein kinase 26	leading protein	1	2	1
PRT870_2_Q93100	Q93100	KPBB_HUMAN	Phosphorylase b kinase regulatory subunit beta	leading protein	1	1	1
PRT870_2_Q14181	Q14181	DPOA2_HUMAN	DNA polymerase alpha subunit B	leading protein	1	3	1
PRT870_2_O60884	O60884	DNJA2_HUMAN	DnaJ homolog subfamily A member 2	leading protein	1	3	1
PRT870_2_Q8N556	Q8N556	AFAP1_HUMAN	Actin filament-associated protein 1	leading protein	1	4	1
PRT870_2_P46379	P46379	BAG6_HUMAN	Large proline-rich protein BAG6	leading protein	1	1	1
PRT870_2_Q8TEW0	Q8TEW0	PARD3_HUMAN	Partitioning defective 3 homolog	leading protein	1	5	1
PRT870_2_Q13425	Q13425	SNTB2_HUMAN	Beta-2-syntrophin	leading protein	1	2	1
PRT870_2_Q04637	Q04637	IF4G1_HUMAN	Eukaryotic translation initiation factor 4 gamma 1	leading protein	1	1	1
PRT870_2_Q9NZ63	Q9NZ63	TLS1_HUMAN	Telomere length and silencing protein 1 homolog	leading protein	1	1	1
PRT870_2_Q9NPI6	Q9NPI6	DCP1A_HUMAN	mRNA-decapping enzyme 1A	leading protein	1	2	1
PRT870_2_Q9BVS4	Q9BVS4	RIOK2_HUMAN	Serine/threonine-protein kinase RIO2	leading protein	1	6	1
PRT870_2_O43818	O43818	U3IP2_HUMAN	U3 small nucleolar RNA-interacting protein 2	leading protein	1	18	1
PRT870_2_Q58WW2	Q58WW2	DCAF6_HUMAN	DDB1- and CUL4-associated factor 6	leading protein	1	2	1
PRT870_2_Q9BRT9	Q9BRT9	SLD5_HUMAN	DNA replication complex GINS protein SLD5	leading protein	1	1	1
PRT870_2_Q01518	Q01518	CAP1_HUMAN	Adenylyl cyclase-associated protein 1	leading protein	1	2	1
PRT870_2_Q9NR09	Q9NR09	BIRC6_HUMAN	Baculoviral IAP repeat-containing protein 6	leading protein	1	2	1
PRT870_2_Q08J23	Q08J23	NSUN2_HUMAN	RNA cytosine C(5)-methyltransferase NSUN2	leading protein	1	48	1
PRT870_2_Q13470	Q13470	TNK1_HUMAN	Non-receptor tyrosine-protein kinase TNK1	leading protein	1	2	1
PRT870_2_Q9NRF8	Q9NRF8	PYRG2_HUMAN	CTP synthase 2	leading protein	1	6	1
PRT870_2_Q9H9J4	Q9H9J4	UBP42_HUMAN	Ubiquitin carboxyl-terminal hydrolase 42	leading protein	1	2	1
PRT870_2_Q99832	Q99832	TCPH_HUMAN	T-complex protein 1 subunit eta	leading protein	1	2	1
PRT870_2_P52701	P52701	MSH6_HUMAN	DNA mismatch repair protein Msh6	leading protein	1	1	1
PRT870_2_O95391	O95391	SLU7_HUMAN	Pre-mRNA-splicing factor SLU7	leading protein	1	3	1
PRT870_2_Q6ZNJ1	Q6ZNJ1	NBEL2_HUMAN	Neurobeachin-like protein 2	leading protein	1	1	1
PRT870_2_P20700	P20700	LMNB1_HUMAN	Lamin-B1	leading protein	1	1	1
PRT870_2_Q9BXY0	Q9BXY0	MAK16_HUMAN	Protein MAK16 homolog	leading protein	1	2	1
PRT870_2_P51114	P51114	FXR1_HUMAN	Fragile X mental retardation syndrome-related protein 1	leading protein	1	3	1
PRT870_2_P23497	P23497	SP100_HUMAN	Nuclear autoantigen Sp-100	leading protein	1	10	1
PRT870_2_P25398	P25398	RS12_HUMAN	40S ribosomal protein S12	leading protein	1	2	1
PRT870_2_Q00839	Q00839	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U	leading protein	1	48	1
PRT870_2_Q9P2D1	Q9P2D1	CHD7_HUMAN	Chromodomain-helicase-DNA-binding protein 7	leading protein	1	3	1
PRT870_2_Q15417	Q15417	CNN3_HUMAN	Calponin-3	leading protein	1	15	1
PRT870_2_Q6BDS2	Q6BDS2	URFB1_HUMAN	UHRF1-binding protein 1	leading protein	1	1	1
PRT870_2_P78317	P78317	RNF4_HUMAN	E3 ubiquitin-protein ligase RNF4	leading protein	1	7	1
PRT870_2_P08047	P08047	SP1_HUMAN	Transcription factor Sp1	leading protein	1	4	1
PRT870_2_Q15311	Q15311	RBP1_HUMAN	RalA-binding protein 1	leading protein	1	1	1
PRT870_2_Q05519	Q05519	SRS11_HUMAN	Serine/arginine-rich splicing factor 11	leading protein	1	4	1
PRT870_2_P25490	P25490	TYY1_HUMAN	Transcriptional repressor protein YY1	leading protein	1	3	1
PRT870_2_Q9UBC2	Q9UBC2	EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1	leading protein	1	1	1
PRT870_2_P05114	P05114	HMGN1_HUMAN	Non-histone chromosomal protein HMG-14	leading protein	1	5	1
PRT870_2_Q71RC2	Q71RC2	LARP4_HUMAN	La-related protein 4	leading protein	1	4	1
PRT870_2_P09923	P09923	PPBI_HUMAN	Intestinal-type alkaline phosphatase	leading protein	1	2	1
PRT870_2_Q9UIM3	Q9UIM3	FKBPL_HUMAN	FK506-binding protein-like	leading protein	1	2	1
PRT870_2_Q69YQ0	Q69YQ0	CYTSA_HUMAN	Cytospin-A	leading protein	1	1	1
PRT870_2_O95714	O95714	HERC2_HUMAN	E3 ubiquitin-protein ligase HERC2	leading protein	1	4	1
PRT870_2_Q5T4S7	Q5T4S7	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4	leading protein	1	1	1
PRT870_2_P07237	P07237	PDIA1_HUMAN	Protein disulfide-isomerase	leading protein	1	2	1
PRT870_2_Q9BVC5	Q9BVC5	ASHWN_HUMAN	Ashwin	leading protein	1	3	1
PRT870_2_O15027	O15027	SC16A_HUMAN	Protein transport protein Sec16A	leading protein	1	6	1
PRT870_2_P14625	P14625	ENPL_HUMAN	Endoplasmin	leading protein	1	1	1
PRT870_2_O75446	O75446	SAP30_HUMAN	Histone deacetylase complex subunit SAP30	leading protein	1	6	1
