protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT824_1_Q96T58	Q96T58	MINT_HUMAN	Msx2-interacting protein	leading protein	3	7	3
PRT824_1_Q92597	Q92597	NDRG1_HUMAN	Protein NDRG1	leading protein	3	7	3
PRT824_1_P14314	P14314	GLU2B_HUMAN	Glucosidase 2 subunit beta	leading protein	3	21	3
PRT824_1_P51991	P51991	ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3	leading protein	3	9	3
PRT824_1_Q09161	Q09161	NCBP1_HUMAN	Nuclear cap-binding protein subunit 1	leading protein	2	4	2
PRT824_1_Q13523	Q13523	PRP4B_HUMAN	Serine/threonine-protein kinase PRP4 homolog	leading protein	2	7	2
PRT824_1_Q9UJU6	Q9UJU6	DBNL_HUMAN	Drebrin-like protein	leading protein	2	4	2
PRT824_1_P61981	P61981	1433G_HUMAN	14-3-3 protein gamma	leading protein	2	32	1
PRT824_1_Q9H307	Q9H307	PININ_HUMAN	Pinin	leading protein	2	5	2
PRT824_1_P25788	P25788	PSA3_HUMAN	Proteasome subunit alpha type-3	leading protein	2	7	2
PRT824_1_O95425	O95425	SVIL_HUMAN	Supervillin	leading protein	2	9	2
PRT824_1_P26641	P26641	EF1G_HUMAN	Elongation factor 1-gamma	leading protein	2	3	2
PRT824_1_P51531	P51531	SMCA2_HUMAN	Probable global transcription activator SNF2L2	leading protein	2	4	2
PRT824_1_Q9NR30	Q9NR30	DDX21_HUMAN	Nucleolar RNA helicase 2	leading protein	2	8	2
PRT824_1_Q9BX95	Q9BX95	SGPP1_HUMAN	Sphingosine-1-phosphate phosphatase 1	leading protein	2	8	2
PRT824_1_Q4G0J3	Q4G0J3	LARP7_HUMAN	La-related protein 7	leading protein	2	11	2
PRT824_1_P24534	P24534	EF1B_HUMAN	Elongation factor 1-beta	leading protein	2	73	2
PRT824_1_Q9UPN3	Q9UPN3	MACF1_HUMAN	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	leading protein	2	10	2
PRT824_1_Q9UEY8	Q9UEY8	ADDG_HUMAN	Gamma-adducin	leading protein	2	3	2
PRT824_1_P31943	P31943	HNRH1_HUMAN	Heterogeneous nuclear ribonucleoprotein H	leading protein	2	15	1
PRT824_1_P49790	P49790	NU153_HUMAN	Nuclear pore complex protein Nup153	leading protein	2	3	2
PRT824_1_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	leading protein	2	6	2
PRT824_1_Q96MU7	Q96MU7	YTDC1_HUMAN	YTH domain-containing protein 1	leading protein	2	4	2
PRT824_1_Q8N9T8	Q8N9T8	KRI1_HUMAN	Protein KRI1 homolog	leading protein	2	2	2
PRT824_1_Q8IZL8	Q8IZL8	PELP1_HUMAN	Proline-, glutamic acid- and leucine-rich protein 1	leading protein	2	22	2
PRT824_1_P46779	P46779	RL28_HUMAN	60S ribosomal protein L28	leading protein	2	3	2
PRT824_1_O75400	O75400	PR40A_HUMAN	Pre-mRNA-processing factor 40 homolog A	leading protein	2	19	2
PRT824_1_Q7L4I2	Q7L4I2	RSRC2_HUMAN	Arginine/serine-rich coiled-coil protein 2	leading protein	2	2	2
PRT824_1_O00567	O00567	NOP56_HUMAN	Nucleolar protein 56	leading protein	2	16	2
PRT824_1_P16989	P16989	YBOX3_HUMAN	Y-box-binding protein 3	leading protein	2	5	1
PRT824_1_P08670	P08670	VIME_HUMAN	Vimentin	leading protein	2	12	2
PRT824_1_Q8WUB8	Q8WUB8	PHF10_HUMAN	PHD finger protein 10	leading protein	2	5	2
PRT824_1_Q9BW19	Q9BW19	KIFC1_HUMAN	Kinesin-like protein KIFC1	leading protein	2	9	2
PRT824_1_Q8NDT2	Q8NDT2	RB15B_HUMAN	Putative RNA-binding protein 15B	leading protein	2	2	2
PRT824_1_Q9ULX6	Q9ULX6	AKP8L_HUMAN	A-kinase anchor protein 8-like	leading protein	2	8	2
PRT824_1_Q96QC0	Q96QC0	PP1RA_HUMAN	Serine/threonine-protein phosphatase 1 regulatory subunit 10	leading protein	2	3	2
PRT824_1_Q9Y520	Q9Y520	PRC2C_HUMAN	Protein PRRC2C	leading protein	2	15	2
PRT824_1_Q15361	Q15361	TTF1_HUMAN	Transcription termination factor 1	leading protein	2	5	2
PRT824_1_P20700	P20700	LMNB1_HUMAN	Lamin-B1	leading protein	2	3	1
PRT824_1_Q12789	Q12789	TF3C1_HUMAN	General transcription factor 3C polypeptide 1	leading protein	2	6	2
PRT824_1_P27348	P27348	1433T_HUMAN	14-3-3 protein theta	leading protein	2	2	1
PRT824_1_Q53F19	Q53F19	NCBP3_HUMAN	Nuclear cap-binding protein subunit 3	leading protein	2	9	2
PRT824_1_O14974	O14974	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A	leading protein	2	17	2
PRT824_1_P14625	P14625	ENPL_HUMAN	Endoplasmin	leading protein	2	6	1
PRT824_1_Q13247	Q13247	SRSF6_HUMAN	Serine/arginine-rich splicing factor 6	leading protein	2	78	2
PRT824_1_Q96I25	Q96I25	SPF45_HUMAN	Splicing factor 45	leading protein	2	13	2
PRT824_1_Q92769	Q92769	HDAC2_HUMAN	Histone deacetylase 2	leading protein	2	7	2
PRT824_1_Q13112	Q13112	CAF1B_HUMAN	Chromatin assembly factor 1 subunit B	leading protein	2	5	2
PRT824_1_Q99590	Q99590	SCAFB_HUMAN	Protein SCAF11	leading protein	2	17	2
PRT824_1_O60934	O60934	NBN_HUMAN	Nibrin	leading protein	2	3	2
PRT824_1_Q15637	Q15637	SF01_HUMAN	Splicing factor 1	leading protein	2	9	2
PRT824_1_Q03111	Q03111	ENL_HUMAN	Protein ENL	leading protein	2	13	2
PRT824_1_P20042	P20042	IF2B_HUMAN	Eukaryotic translation initiation factor 2 subunit 2	leading protein	2	9	2
PRT824_1_Q96T37	Q96T37	RBM15_HUMAN	RNA-binding protein 15	leading protein	2	5	2
PRT824_1_Q9BY44	Q9BY44	EIF2A_HUMAN	Eukaryotic translation initiation factor 2A	leading protein	2	14	2
PRT824_1_O43290	O43290	SNUT1_HUMAN	U4/U6.U5 tri-snRNP-associated protein 1	leading protein	2	5	2
PRT824_1_P23193	P23193	TCEA1_HUMAN	Transcription elongation factor A protein 1	leading protein	2	5	2
PRT824_1_P23588	P23588	IF4B_HUMAN	Eukaryotic translation initiation factor 4B	leading protein	2	7	2
PRT824_1_Q86U86	Q86U86	PB1_HUMAN	Protein polybromo-1	leading protein	2	4	2
PRT824_1_Q86UU0	Q86UU0	BCL9L_HUMAN	B-cell CLL/lymphoma 9-like protein	leading protein	2	8	2
PRT824_1_Q13573	Q13573	SNW1_HUMAN	SNW domain-containing protein 1	leading protein	2	7	2
PRT824_1_Q01664	Q01664	TFAP4_HUMAN	Transcription factor AP-4	leading protein	2	2	2
PRT824_1_Q9C0J8	Q9C0J8	WDR33_HUMAN	pre-mRNA 3' end processing protein WDR33	leading protein	2	71	2
PRT824_1_O75937	O75937	DNJC8_HUMAN	DnaJ homolog subfamily C member 8	leading protein	2	24	2
PRT824_1_Q9UPT8	Q9UPT8	ZC3H4_HUMAN	Zinc finger CCCH domain-containing protein 4	leading protein	2	21	2
PRT824_1_Q8IWX8	Q8IWX8	CHERP_HUMAN	Calcium homeostasis endoplasmic reticulum protein	leading protein	2	50	2
PRT824_1_P0DP23	P0DP23	CALM1_HUMAN	Calmodulin-1	leading protein	2	2	0
PRT824_1_P34932	P34932	HSP74_HUMAN	Heat shock 70 kDa protein 4	leading protein	2	6	2
PRT824_1_Q9Y2X3	Q9Y2X3	NOP58_HUMAN	Nucleolar protein 58	leading protein	2	14	2
PRT824_1_Q96PV6	Q96PV6	LENG8_HUMAN	Leukocyte receptor cluster member 8	leading protein	2	6	2
PRT824_1_P62937	P62937	PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A	leading protein	2	4	1
PRT824_1_Q13442	Q13442	HAP28_HUMAN	28 kDa heat- and acid-stable phosphoprotein	leading protein	2	14	2
PRT824_1_Q01813	Q01813	PFKAP_HUMAN	ATP-dependent 6-phosphofructokinase, platelet type	leading protein	2	4	2
PRT824_1_P07910	P07910	HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2	leading protein	2	6	1
PRT824_1_P53621	P53621	COPA_HUMAN	Coatomer subunit alpha	leading protein	2	3	2
PRT824_1_Q9P2N5	Q9P2N5	RBM27_HUMAN	RNA-binding protein 27	leading protein	2	6	2
PRT824_1_Q07666	Q07666	KHDR1_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 1	leading protein	2	16	2
PRT824_1_P39023	P39023	RL3_HUMAN	60S ribosomal protein L3	leading protein	2	9	2
PRT824_1_Q13263	Q13263	TIF1B_HUMAN	Transcription intermediary factor 1-beta	leading protein	2	20	2
PRT824_1_Q96ST3	Q96ST3	SIN3A_HUMAN	Paired amphipathic helix protein Sin3a	leading protein	2	31	2
PRT824_1_P02786	P02786	TFR1_HUMAN	Transferrin receptor protein 1	leading protein	2	6	2
PRT824_1_Q9UPR0	Q9UPR0	PLCL2_HUMAN	Inactive phospholipase C-like protein 2	leading protein	2	7	2
PRT824_1_O76021	O76021	RL1D1_HUMAN	Ribosomal L1 domain-containing protein 1	leading protein	2	9	2
PRT824_1_P43243	P43243	MATR3_HUMAN	Matrin-3	leading protein	2	8	2
PRT824_1_Q07955	Q07955	SRSF1_HUMAN	Serine/arginine-rich splicing factor 1	leading protein	2	9	2
PRT824_1_Q69YN4	Q69YN4	VIR_HUMAN	Protein virilizer homolog	leading protein	2	7	2
PRT824_1_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	leading protein	2	11	2
PRT824_1_Q9BXP5	Q9BXP5	SRRT_HUMAN	Serrate RNA effector molecule homolog	leading protein	2	2	2
PRT824_1_Q16637	Q16637	SMN_HUMAN	Survival motor neuron protein	leading protein	2	24	2
PRT824_1_Q8WXI9	Q8WXI9	P66B_HUMAN	Transcriptional repressor p66-beta	leading protein	2	11	2
PRT824_1_Q9NQC3	Q9NQC3	RTN4_HUMAN	Reticulon-4	leading protein	2	6	2
PRT824_1_Q9BPX3	Q9BPX3	CND3_HUMAN	Condensin complex subunit 3	leading protein	2	3	2
PRT824_1_O15047	O15047	SET1A_HUMAN	Histone-lysine N-methyltransferase SETD1A	leading protein	2	3	2
PRT824_1_Q96AE4	Q96AE4	FUBP1_HUMAN	Far upstream element-binding protein 1	leading protein	2	5	2
PRT824_1_Q9NP61	Q9NP61	ARFG3_HUMAN	ADP-ribosylation factor GTPase-activating protein 3	leading protein	2	8	2
PRT824_1_P53999	P53999	TCP4_HUMAN	Activated RNA polymerase II transcriptional coactivator p15	leading protein	2	35	2
PRT824_1_P82094	P82094	TMF1_HUMAN	TATA element modulatory factor	leading protein	2	4	2
PRT824_1_Q15717	Q15717	ELAV1_HUMAN	ELAV-like protein 1	leading protein	2	7	2
PRT824_1_Q8IVT2	Q8IVT2	MISP_HUMAN	Mitotic interactor and substrate of PLK1	leading protein	2	4	2
PRT824_1_P07737	P07737	PROF1_HUMAN	Profilin-1	leading protein	2	9	2
PRT824_1_Q96HR8	Q96HR8	NAF1_HUMAN	H/ACA ribonucleoprotein complex non-core subunit NAF1	leading protein	2	13	2
PRT824_1_Q9NTJ3	Q9NTJ3	SMC4_HUMAN	Structural maintenance of chromosomes protein 4	leading protein	2	12	2
PRT824_1_P49959	P49959	MRE11_HUMAN	Double-strand break repair protein MRE11	leading protein	2	14	2
PRT824_1_Q96JP5	Q96JP5	ZFP91_HUMAN	E3 ubiquitin-protein ligase ZFP91	leading protein	2	3	2
PRT824_1_Q8N3X1	Q8N3X1	FNBP4_HUMAN	Formin-binding protein 4	leading protein	2	6	2
PRT824_1_Q86TC9	Q86TC9	MYPN_HUMAN	Myopalladin	leading protein	2	9	2
PRT824_1_P25054	P25054	APC_HUMAN	Adenomatous polyposis coli protein	leading protein	2	4	2
PRT824_1_Q9UJX2	Q9UJX2	CDC23_HUMAN	Cell division cycle protein 23 homolog	leading protein	2	8	2
PRT824_1_P47712	P47712	PA24A_HUMAN	Cytosolic phospholipase A2	leading protein	2	5	2
PRT824_1_Q9Y6X9	Q9Y6X9	MORC2_HUMAN	ATPase MORC2	leading protein	2	6	2
PRT824_1_O95625	O95625	ZBT11_HUMAN	Zinc finger and BTB domain-containing protein 11	leading protein	2	2	2
PRT824_1_Q15019	Q15019	SEPT2_HUMAN	Septin-2	leading protein	2	8	2
PRT824_1_P00558	P00558	PGK1_HUMAN	Phosphoglycerate kinase 1	leading protein	2	5	2
PRT824_1_P63104	P63104	1433Z_HUMAN	14-3-3 protein zeta/delta	leading protein	2	9	1
PRT824_1_P54198	P54198	HIRA_HUMAN	Protein HIRA	leading protein	2	7	2
PRT824_1_Q9H0E3	Q9H0E3	SP130_HUMAN	Histone deacetylase complex subunit SAP130	leading protein	2	13	2
PRT824_1_P31947	P31947	1433S_HUMAN	14-3-3 protein sigma	leading protein	2	4	1
PRT824_1_P26373	P26373	RL13_HUMAN	60S ribosomal protein L13	leading protein	2	6	2
PRT824_1_Q8IWZ8	Q8IWZ8	SUGP1_HUMAN	SURP and G-patch domain-containing protein 1	leading protein	2	7	2
PRT824_1_Q5TGY3	Q5TGY3	AHDC1_HUMAN	AT-hook DNA-binding motif-containing protein 1	leading protein	2	7	2
PRT824_1_Q9H1B7	Q9H1B7	I2BPL_HUMAN	Probable E3 ubiquitin-protein ligase IRF2BPL	leading protein	2	11	1
PRT824_1_O75533	O75533	SF3B1_HUMAN	Splicing factor 3B subunit 1	leading protein	2	2	2
PRT824_1_Q5BKZ1	Q5BKZ1	ZN326_HUMAN	DBIRD complex subunit ZNF326	leading protein	2	5	2
PRT824_1_Q92560	Q92560	BAP1_HUMAN	Ubiquitin carboxyl-terminal hydrolase BAP1	leading protein	2	3	2
PRT824_1_Q9UGV2	Q9UGV2	NDRG3_HUMAN	Protein NDRG3	leading protein	2	4	2
PRT824_1_P31946	P31946	1433B_HUMAN	14-3-3 protein beta/alpha	leading protein	2	8	1
PRT824_1_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	leading protein	2	2	2
PRT824_1_O60739	O60739	EIF1B_HUMAN	Eukaryotic translation initiation factor 1b	leading protein	2	13	0
PRT824_1_P07814	P07814	SYEP_HUMAN	Bifunctional glutamate/proline--tRNA ligase	leading protein	2	12	2
PRT824_1_P38646	P38646	GRP75_HUMAN	Stress-70 protein, mitochondrial	leading protein	2	8	2
PRT824_1_O15347	O15347	HMGB3_HUMAN	High mobility group protein B3	leading protein	2	3	2
PRT824_1_Q5JSZ5	Q5JSZ5	PRC2B_HUMAN	Protein PRRC2B	leading protein	2	2	2
PRT824_1_Q13017	Q13017	RHG05_HUMAN	Rho GTPase-activating protein 5	leading protein	2	8	2
PRT824_1_Q04917	Q04917	1433F_HUMAN	14-3-3 protein eta	leading protein	2	6	1
PRT824_1_P49411	P49411	EFTU_HUMAN	Elongation factor Tu, mitochondrial	leading protein	2	6	2
PRT824_1_Q92945	Q92945	FUBP2_HUMAN	Far upstream element-binding protein 2	leading protein	2	11	2
PRT824_1_Q9NQ55	Q9NQ55	SSF1_HUMAN	Suppressor of SWI4 1 homolog	leading protein	2	3	2
PRT824_1_Q15648	Q15648	MED1_HUMAN	Mediator of RNA polymerase II transcription subunit 1	leading protein	2	4	2
PRT824_1_Q15084	Q15084	PDIA6_HUMAN	Protein disulfide-isomerase A6	leading protein	2	5	2
PRT824_1_P13861	P13861	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	leading protein	2	13	2
PRT824_1_Q15154	Q15154	PCM1_HUMAN	Pericentriolar material 1 protein	leading protein	2	2	2
PRT824_1_Q9UJX6	Q9UJX6	ANC2_HUMAN	Anaphase-promoting complex subunit 2	leading protein	2	12	2
PRT824_1_Q13610	Q13610	PWP1_HUMAN	Periodic tryptophan protein 1 homolog	leading protein	2	10	2
PRT824_1_Q7Z417	Q7Z417	NUFP2_HUMAN	Nuclear fragile X mental retardation-interacting protein 2	leading protein	2	14	2
PRT824_1_Q14683	Q14683	SMC1A_HUMAN	Structural maintenance of chromosomes protein 1A	leading protein	2	5	2
PRT824_1_P46776	P46776	RL27A_HUMAN	60S ribosomal protein L27a	leading protein	2	9	2
PRT824_1_Q9Y2D5	Q9Y2D5	AKAP2_HUMAN	A-kinase anchor protein 2	leading protein	1	3	1
PRT824_1_Q9GZT3	Q9GZT3	SLIRP_HUMAN	SRA stem-loop-interacting RNA-binding protein, mitochondrial	leading protein	1	6	1
PRT824_1_Q03701	Q03701	CEBPZ_HUMAN	CCAAT/enhancer-binding protein zeta	leading protein	1	2	1
PRT824_1_Q12906	Q12906	ILF3_HUMAN	Interleukin enhancer-binding factor 3	leading protein	1	11	1
PRT824_1_P49754	P49754	VPS41_HUMAN	Vacuolar protein sorting-associated protein 41 homolog	leading protein	1	1	1
PRT824_1_Q8WVJ9	Q8WVJ9	TWST2_HUMAN	Twist-related protein 2	leading protein	1	2	1
PRT824_1_P35658	P35658	NU214_HUMAN	Nuclear pore complex protein Nup214	leading protein	1	1	1
PRT824_1_Q5VTR2	Q5VTR2	BRE1A_HUMAN	E3 ubiquitin-protein ligase BRE1A	leading protein	1	2	1
PRT824_1_P06733	P06733	ENOA_HUMAN	Alpha-enolase	leading protein	1	5	1
PRT824_1_P37108	P37108	SRP14_HUMAN	Signal recognition particle 14 kDa protein	leading protein	1	1	1
PRT824_1_Q8IXK0	Q8IXK0	PHC2_HUMAN	Polyhomeotic-like protein 2	leading protein	1	3	1
PRT824_1_Q567U6	Q567U6	CCD93_HUMAN	Coiled-coil domain-containing protein 93	leading protein	1	1	1
PRT824_1_P27824	P27824	CALX_HUMAN	Calnexin	leading protein	1	5	1
PRT824_1_P04083	P04083	ANXA1_HUMAN	Annexin A1	leading protein	1	1	1
PRT824_1_Q69YQ0	Q69YQ0	CYTSA_HUMAN	Cytospin-A	leading protein	1	5	1
PRT824_1_P24752	P24752	THIL_HUMAN	Acetyl-CoA acetyltransferase, mitochondrial	leading protein	1	3	1
PRT824_1_Q96TC7	Q96TC7	RMD3_HUMAN	Regulator of microtubule dynamics protein 3	leading protein	1	2	1
PRT824_1_P08621	P08621	RU17_HUMAN	U1 small nuclear ribonucleoprotein 70 kDa	leading protein	1	1	1
PRT824_1_P45973	P45973	CBX5_HUMAN	Chromobox protein homolog 5	leading protein	1	8	1
PRT824_1_Q9GZR7	Q9GZR7	DDX24_HUMAN	ATP-dependent RNA helicase DDX24	leading protein	1	1	1
PRT824_1_Q9H910	Q9H910	JUPI2_HUMAN	Jupiter microtubule associated homolog 2	leading protein	1	3	1
PRT824_1_Q86UP2	Q86UP2	KTN1_HUMAN	Kinectin	leading protein	1	2	1
PRT824_1_Q8WYP5	Q8WYP5	ELYS_HUMAN	Protein ELYS	leading protein	1	1	1
PRT824_1_P00367	P00367	DHE3_HUMAN	Glutamate dehydrogenase 1, mitochondrial	leading protein	1	1	0
PRT824_1_Q13547	Q13547	HDAC1_HUMAN	Histone deacetylase 1	leading protein	1	6	1
PRT824_1_P06493	P06493	CDK1_HUMAN	Cyclin-dependent kinase 1	leading protein	1	9	0
PRT824_1_Q14258	Q14258	TRI25_HUMAN	E3 ubiquitin/ISG15 ligase TRIM25	leading protein	1	1	1
PRT824_1_Q9P2I0	Q9P2I0	CPSF2_HUMAN	Cleavage and polyadenylation specificity factor subunit 2	leading protein	1	31	1
PRT824_1_Q01831	Q01831	XPC_HUMAN	DNA repair protein complementing XP-C cells	leading protein	1	4	1
PRT824_1_P62633	P62633	CNBP_HUMAN	Cellular nucleic acid-binding protein	leading protein	1	2	1
PRT824_1_Q7L1Q6	Q7L1Q6	BZW1_HUMAN	Basic leucine zipper and W2 domain-containing protein 1	leading protein	1	2	1
PRT824_1_Q9BZE4	Q9BZE4	NOG1_HUMAN	Nucleolar GTP-binding protein 1	leading protein	1	1	1
PRT824_1_Q96SB4	Q96SB4	SRPK1_HUMAN	SRSF protein kinase 1	leading protein	1	19	1
PRT824_1_Q9UFC0	Q9UFC0	LRWD1_HUMAN	Leucine-rich repeat and WD repeat-containing protein 1	leading protein	1	1	1
PRT824_1_P18615	P18615	NELFE_HUMAN	Negative elongation factor E	leading protein	1	3	1
PRT824_1_P40926	P40926	MDHM_HUMAN	Malate dehydrogenase, mitochondrial	leading protein	1	5	1
PRT824_1_Q9NZN8	Q9NZN8	CNOT2_HUMAN	CCR4-NOT transcription complex subunit 2	leading protein	1	4	1
PRT824_1_P27361	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	leading protein	1	2	1
PRT824_1_Q5VT52	Q5VT52	RPRD2_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 2	leading protein	1	15	1
PRT824_1_P47755	P47755	CAZA2_HUMAN	F-actin-capping protein subunit alpha-2	leading protein	1	1	1
PRT824_1_Q7Z2W4	Q7Z2W4	ZCCHV_HUMAN	Zinc finger CCCH-type antiviral protein 1	leading protein	1	1	1
PRT824_1_Q13769	Q13769	THOC5_HUMAN	THO complex subunit 5 homolog	leading protein	1	34	1
PRT824_1_Q9Y388	Q9Y388	RBMX2_HUMAN	RNA-binding motif protein, X-linked 2	leading protein	1	2	1
PRT824_1_Q9NRZ9	Q9NRZ9	HELLS_HUMAN	Lymphoid-specific helicase	leading protein	1	3	1
PRT824_1_Q96QR8	Q96QR8	PURB_HUMAN	Transcriptional activator protein Pur-beta	leading protein	1	2	1
PRT824_1_Q7Z569	Q7Z569	BRAP_HUMAN	BRCA1-associated protein	leading protein	1	1	1
PRT824_1_P68400	P68400	CSK21_HUMAN	Casein kinase II subunit alpha	leading protein	1	1	0
PRT824_1_Q14152	Q14152	EIF3A_HUMAN	Eukaryotic translation initiation factor 3 subunit A	leading protein	1	1	1
PRT824_1_P25787	P25787	PSA2_HUMAN	Proteasome subunit alpha type-2	leading protein	1	1	1
PRT824_1_Q53EL6	Q53EL6	PDCD4_HUMAN	Programmed cell death protein 4	leading protein	1	4	1
PRT824_1_Q16513	Q16513	PKN2_HUMAN	Serine/threonine-protein kinase N2	leading protein	1	1	1
PRT824_1_Q14157	Q14157	UBP2L_HUMAN	Ubiquitin-associated protein 2-like	leading protein	1	1	1
PRT824_1_P78345	P78345	RPP38_HUMAN	Ribonuclease P protein subunit p38	leading protein	1	1	1
PRT824_1_P31040	P31040	SDHA_HUMAN	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	leading protein	1	5	1
PRT824_1_Q86WR7	Q86WR7	PRSR2_HUMAN	Proline and serine-rich protein 2	leading protein	1	2	1
PRT824_1_P15924	P15924	DESP_HUMAN	Desmoplakin	leading protein	1	4	1
PRT824_1_Q99733	Q99733	NP1L4_HUMAN	Nucleosome assembly protein 1-like 4	leading protein	1	2	1
PRT824_1_P51946	P51946	CCNH_HUMAN	Cyclin-H	leading protein	1	2	1
PRT824_1_P16615	P16615	AT2A2_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	leading protein	1	1	1
PRT824_1_Q8NBP7	Q8NBP7	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9	leading protein	1	2	1
PRT824_1_Q9H788	Q9H788	SH24A_HUMAN	SH2 domain-containing protein 4A	leading protein	1	2	1
PRT824_1_P62316	P62316	SMD2_HUMAN	Small nuclear ribonucleoprotein Sm D2	leading protein	1	1	1
PRT824_1_O14639	O14639	ABLM1_HUMAN	Actin-binding LIM protein 1	leading protein	1	2	1
PRT824_1_A6NMY6	A6NMY6	AXA2L_HUMAN	Putative annexin A2-like protein	leading protein	1	4	0
PRT824_1_Q96EZ8	Q96EZ8	MCRS1_HUMAN	Microspherule protein 1	leading protein	1	5	1
PRT824_1_P25205	P25205	MCM3_HUMAN	DNA replication licensing factor MCM3	leading protein	1	29	1
PRT824_1_Q5M775	Q5M775	CYTSB_HUMAN	Cytospin-B	leading protein	1	4	1
PRT824_1_P21127	P21127	CD11B_HUMAN	Cyclin-dependent kinase 11B	leading protein	1	10	0
PRT824_1_Q9Y6Q9	Q9Y6Q9	NCOA3_HUMAN	Nuclear receptor coactivator 3	leading protein	1	1	1
PRT824_1_O95747	O95747	OXSR1_HUMAN	Serine/threonine-protein kinase OSR1	leading protein	1	3	1
PRT824_1_Q02880	Q02880	TOP2B_HUMAN	DNA topoisomerase 2-beta	leading protein	1	1	1
PRT824_1_Q99459	Q99459	CDC5L_HUMAN	Cell division cycle 5-like protein	leading protein	1	2	1
PRT824_1_Q9UHX1	Q9UHX1	PUF60_HUMAN	Poly(U)-binding-splicing factor PUF60	leading protein	1	2	1
PRT824_1_O14497	O14497	ARI1A_HUMAN	AT-rich interactive domain-containing protein 1A	leading protein	1	16	1
PRT824_1_Q9UKM9	Q9UKM9	RALY_HUMAN	RNA-binding protein Raly	leading protein	1	1	1
PRT824_1_P55265	P55265	DSRAD_HUMAN	Double-stranded RNA-specific adenosine deaminase	leading protein	1	5	1
PRT824_1_Q15056	Q15056	IF4H_HUMAN	Eukaryotic translation initiation factor 4H	leading protein	1	7	1
PRT824_1_Q13111	Q13111	CAF1A_HUMAN	Chromatin assembly factor 1 subunit A	leading protein	1	2	1
PRT824_1_Q8N684	Q8N684	CPSF7_HUMAN	Cleavage and polyadenylation specificity factor subunit 7	leading protein	1	1	1
PRT824_1_Q9Y266	Q9Y266	NUDC_HUMAN	Nuclear migration protein nudC	leading protein	1	4	1
PRT824_1_Q96EY7	Q96EY7	PTCD3_HUMAN	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	leading protein	1	21	1
PRT824_1_Q63ZY3	Q63ZY3	KANK2_HUMAN	KN motif and ankyrin repeat domain-containing protein 2	leading protein	1	1	1
PRT824_1_Q15428	Q15428	SF3A2_HUMAN	Splicing factor 3A subunit 2	leading protein	1	3	1
PRT824_1_P30533	P30533	AMRP_HUMAN	Alpha-2-macroglobulin receptor-associated protein	leading protein	1	3	1
PRT824_1_Q7Z3K3	Q7Z3K3	POGZ_HUMAN	Pogo transposable element with ZNF domain	leading protein	1	10	1
PRT824_1_P39019	P39019	RS19_HUMAN	40S ribosomal protein S19	leading protein	1	1	1
PRT824_1_O95639	O95639	CPSF4_HUMAN	Cleavage and polyadenylation specificity factor subunit 4	leading protein	1	3	1
PRT824_1_Q8N1G0	Q8N1G0	ZN687_HUMAN	Zinc finger protein 687	leading protein	1	3	1
PRT824_1_Q6GYQ0	Q6GYQ0	RGPA1_HUMAN	Ral GTPase-activating protein subunit alpha-1	leading protein	1	4	1
PRT824_1_Q8TEW0	Q8TEW0	PARD3_HUMAN	Partitioning defective 3 homolog	leading protein	1	3	1
PRT824_1_Q92922	Q92922	SMRC1_HUMAN	SWI/SNF complex subunit SMARCC1	leading protein	1	6	1
PRT824_1_Q02388	Q02388	CO7A1_HUMAN	Collagen alpha-1(VII) chain	leading protein	1	4	1
PRT824_1_Q5VV41	Q5VV41	ARHGG_HUMAN	Rho guanine nucleotide exchange factor 16	leading protein	1	2	1
PRT824_1_Q96DV4	Q96DV4	RM38_HUMAN	39S ribosomal protein L38, mitochondrial	leading protein	1	1	1
PRT824_1_Q8NC51	Q8NC51	PAIRB_HUMAN	Plasminogen activator inhibitor 1 RNA-binding protein	leading protein	1	4	1
PRT824_1_Q8TEM1	Q8TEM1	PO210_HUMAN	Nuclear pore membrane glycoprotein 210	leading protein	1	3	1
PRT824_1_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	leading protein	1	1	0
PRT824_1_Q99460	Q99460	PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1	leading protein	1	4	1
PRT824_1_Q9NY27	Q9NY27	PP4R2_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 2	leading protein	1	4	1
