protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT870_1_P17096	P17096	HMGA1_HUMAN	High mobility group protein HMG-I/HMG-Y	Representative isoform	1	9	1
PRT870_1_Q13111	Q13111	CAF1A_HUMAN	Chromatin assembly factor 1 subunit A	Representative isoform	1	1	1
PRT870_1_Q96EY7	Q96EY7	PTCD3_HUMAN	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	Representative isoform	1	1	1
PRT870_1_O43399	O43399	TPD54_HUMAN	Tumor protein D54	Representative isoform	1	9	1
PRT870_1_A2RRP1	A2RRP1	NBAS_HUMAN	Neuroblastoma-amplified sequence	Representative isoform	1	6	1
PRT870_1_Q9NY27	Q9NY27	PP4R2_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 2	Representative isoform	1	3	1
PRT870_1_Q9UBK8	Q9UBK8	MTRR_HUMAN	Methionine synthase reductase	Representative isoform	1	3	1
PRT870_1_Q9H330	Q9H330	TM245_HUMAN	Transmembrane protein 245	Representative isoform	1	3	1
PRT870_1_Q14CW9	Q14CW9	AT7L3_HUMAN	Ataxin-7-like protein 3	Representative isoform	1	1	1
PRT870_1_Q13033	Q13033	STRN3_HUMAN	Striatin-3	Representative isoform	1	6	1
PRT870_1_Q8N1G0	Q8N1G0	ZN687_HUMAN	Zinc finger protein 687	Representative isoform	1	1	1
PRT870_1_Q9P2R6	Q9P2R6	RERE_HUMAN	Arginine-glutamic acid dipeptide repeats protein	Representative isoform	1	1	1
PRT870_1_O95785	O95785	WIZ_HUMAN	Protein Wiz	Representative isoform	1	2	1
PRT870_1_P08195	P08195	4F2_HUMAN	4F2 cell-surface antigen heavy chain	Representative isoform	1	2	1
PRT870_1_O76021	O76021	RL1D1_HUMAN	Ribosomal L1 domain-containing protein 1	Representative isoform	1	10	1
PRT870_1_Q9HAU0	Q9HAU0	PKHA5_HUMAN	Pleckstrin homology domain-containing family A member 5	Representative isoform	1	3	1
PRT870_1_O75448	O75448	MED24_HUMAN	Mediator of RNA polymerase II transcription subunit 24	Representative isoform	1	4	1
PRT870_1_Q8N684	Q8N684	CPSF7_HUMAN	Cleavage and polyadenylation specificity factor subunit 7	Representative isoform	1	3	1
PRT870_1_Q9Y5B6	Q9Y5B6	PAXB1_HUMAN	PAX3- and PAX7-binding protein 1	Representative isoform	1	1	1
PRT870_1_Q16851	Q16851	UGPA_HUMAN	UTP--glucose-1-phosphate uridylyltransferase	Representative isoform	1	2	1
PRT870_1_Q9Y446	Q9Y446	PKP3_HUMAN	Plakophilin-3	Representative isoform	1	5	1
PRT870_1_Q9UPR0	Q9UPR0	PLCL2_HUMAN	Inactive phospholipase C-like protein 2	Representative isoform	1	2	1
PRT870_1_P49959	P49959	MRE11_HUMAN	Double-strand break repair protein MRE11	Representative isoform	1	8	1
PRT870_1_P17676	P17676	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	Representative isoform	1	19	1
PRT870_1_Q8NDI1	Q8NDI1	EHBP1_HUMAN	EH domain-binding protein 1	Representative isoform	1	2	1
PRT870_1_O43852	O43852	CALU_HUMAN	Calumenin	Representative isoform	1	4	1
PRT870_1_O60885	O60885	BRD4_HUMAN	Bromodomain-containing protein 4	Representative isoform	1	3	1
PRT870_1_O95684	O95684	FR1OP_HUMAN	FGFR1 oncogene partner	Representative isoform	1	7	1
PRT870_1_Q5JSZ5	Q5JSZ5	PRC2B_HUMAN	Protein PRRC2B	Representative isoform	1	1	1
PRT870_1_Q9ULF5	Q9ULF5	S39AA_HUMAN	Zinc transporter ZIP10	Representative isoform	1	4	1
PRT870_1_P35637	P35637	FUS_HUMAN	RNA-binding protein FUS	Representative isoform	1	3	1
PRT870_1_Q92552	Q92552	RT27_HUMAN	28S ribosomal protein S27, mitochondrial	Representative isoform	1	2	1
PRT870_1_Q13501	Q13501	SQSTM_HUMAN	Sequestosome-1	Representative isoform	1	2	1
PRT870_1_O96013	O96013	PAK4_HUMAN	Serine/threonine-protein kinase PAK 4	Representative isoform	1	5	1
PRT870_1_P37275	P37275	ZEB1_HUMAN	Zinc finger E-box-binding homeobox 1	Representative isoform	1	3	1
PRT870_1_Q16513	Q16513	PKN2_HUMAN	Serine/threonine-protein kinase N2	Representative isoform	1	1	1
PRT870_1_P17812	P17812	PYRG1_HUMAN	CTP synthase 1	Representative isoform	1	15	1
PRT870_1_Q01167	Q01167	FOXK2_HUMAN	Forkhead box protein K2	Representative isoform	1	3	1
PRT870_1_Q86VR2	Q86VR2	RETR3_HUMAN	Reticulophagy regulator 3	Representative isoform	1	4	1
PRT870_1_O75179	O75179	ANR17_HUMAN	Ankyrin repeat domain-containing protein 17	Representative isoform	1	2	1
PRT870_1_Q92793	Q92793	CBP_HUMAN	CREB-binding protein	Representative isoform	1	2	1
PRT870_1_P51114	P51114	FXR1_HUMAN	Fragile X mental retardation syndrome-related protein 1	Representative isoform	1	2	1
PRT870_1_Q66PJ3	Q66PJ3	AR6P4_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 4	Representative isoform	1	5	1
PRT870_1_Q9BVC5	Q9BVC5	ASHWN_HUMAN	Ashwin	Representative isoform	1	2	1
PRT870_1_P47755	P47755	CAZA2_HUMAN	F-actin-capping protein subunit alpha-2	Representative isoform	1	1	1
PRT870_1_Q49A88	Q49A88	CCD14_HUMAN	Coiled-coil domain-containing protein 14	Representative isoform	1	1	1
PRT870_1_P05787	P05787	K2C8_HUMAN	Keratin, type II cytoskeletal 8	Representative isoform	1	9	1
PRT870_1_P17655	P17655	CAN2_HUMAN	Calpain-2 catalytic subunit	Representative isoform	1	2	1
PRT870_1_Q9NQX3	Q9NQX3	GEPH_HUMAN	Gephyrin	Representative isoform	1	1	1
PRT870_1_Q8WVV9	Q8WVV9	HNRLL_HUMAN	Heterogeneous nuclear ribonucleoprotein L-like	Representative isoform	1	1	1
PRT870_1_P54252	P54252	ATX3_HUMAN	Ataxin-3	Representative isoform	1	1	1
PRT870_1_Q13085	Q13085	ACACA_HUMAN	Acetyl-CoA carboxylase 1	Representative isoform	1	6	1
PRT870_1_P55884	P55884	EIF3B_HUMAN	Eukaryotic translation initiation factor 3 subunit B	Representative isoform	1	46	1
PRT870_1_P15408	P15408	FOSL2_HUMAN	Fos-related antigen 2	Representative isoform	1	2	1
PRT870_1_P35658	P35658	NU214_HUMAN	Nuclear pore complex protein Nup214	Representative isoform	1	1	1
PRT870_1_O60664	O60664	PLIN3_HUMAN	Perilipin-3	Representative isoform	1	2	1
PRT870_1_Q92769	Q92769	HDAC2_HUMAN	Histone deacetylase 2	Representative isoform	1	2	1
PRT870_1_O60499	O60499	STX10_HUMAN	Syntaxin-10	Representative isoform	1	4	1
PRT870_1_P61073	P61073	CXCR4_HUMAN	C-X-C chemokine receptor type 4	Representative isoform	1	2	1
PRT870_1_Q86YS7	Q86YS7	C2CD5_HUMAN	C2 domain-containing protein 5	Representative isoform	1	2	1
PRT870_1_Q07666	Q07666	KHDR1_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 1	Representative isoform	1	3	1
PRT870_1_Q5F1R6	Q5F1R6	DJC21_HUMAN	DnaJ homolog subfamily C member 21	Representative isoform	1	4	1
PRT870_1_Q92576	Q92576	PHF3_HUMAN	PHD finger protein 3	Representative isoform	1	3	1
PRT870_1_P31948	P31948	STIP1_HUMAN	Stress-induced-phosphoprotein 1	Representative isoform	1	1	1
PRT870_1_Q13309	Q13309	SKP2_HUMAN	S-phase kinase-associated protein 2	Representative isoform	1	4	1
PRT870_1_Q92804	Q92804	RBP56_HUMAN	TATA-binding protein-associated factor 2N	Representative isoform	1	12	1
PRT870_1_Q9UBT2	Q9UBT2	SAE2_HUMAN	SUMO-activating enzyme subunit 2	Representative isoform	1	50	1
PRT870_1_Q15642	Q15642	CIP4_HUMAN	Cdc42-interacting protein 4	Representative isoform	1	2	1
PRT870_1_Q5JTD0	Q5JTD0	TJAP1_HUMAN	Tight junction-associated protein 1	Representative isoform	1	1	1
PRT870_1_Q9UHD8	Q9UHD8	SEPT9_HUMAN	Septin-9	Representative isoform	1	4	1
PRT870_1_Q14684	Q14684	RRP1B_HUMAN	Ribosomal RNA processing protein 1 homolog B	Representative isoform	1	2	1
PRT870_1_Q9H3Z4	Q9H3Z4	DNJC5_HUMAN	DnaJ homolog subfamily C member 5	Representative isoform	1	6	1
PRT870_1_Q13045	Q13045	FLII_HUMAN	Protein flightless-1 homolog	Representative isoform	1	4	1
PRT870_1_P21359	P21359	NF1_HUMAN	Neurofibromin	Representative isoform	1	1	1
PRT870_1_Q8IWW6	Q8IWW6	RHG12_HUMAN	Rho GTPase-activating protein 12	Representative isoform	1	2	1
PRT870_1_Q99832	Q99832	TCPH_HUMAN	T-complex protein 1 subunit eta	Representative isoform	1	2	1
PRT870_1_Q12830	Q12830	BPTF_HUMAN	Nucleosome-remodeling factor subunit BPTF	Representative isoform	1	1	1
PRT870_1_P51991	P51991	ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3	Representative isoform	1	8	1
PRT870_1_O95425	O95425	SVIL_HUMAN	Supervillin	Representative isoform	1	2	1
PRT870_1_P52701	P52701	MSH6_HUMAN	DNA mismatch repair protein Msh6	Representative isoform	1	1	1
PRT870_1_Q9UKM9	Q9UKM9	RALY_HUMAN	RNA-binding protein Raly	Representative isoform	1	12	1
PRT870_1_Q9NQB0	Q9NQB0	TF7L2_HUMAN	Transcription factor 7-like 2	Representative isoform	1	2	1
PRT870_1_Q99081	Q99081	HTF4_HUMAN	Transcription factor 12	Representative isoform	1	2	1
PRT870_1_Q96JP5	Q96JP5	ZFP91_HUMAN	E3 ubiquitin-protein ligase ZFP91	Representative isoform	1	4	1
PRT870_1_Q9Y6X9	Q9Y6X9	MORC2_HUMAN	ATPase MORC2	Representative isoform	1	2	1
PRT870_1_P31947	P31947	1433S_HUMAN	14-3-3 protein sigma	Representative isoform	1	4	1
PRT870_1_P54278	P54278	PMS2_HUMAN	Mismatch repair endonuclease PMS2	Representative isoform	1	3	1
PRT870_1_Q9Y4B5	Q9Y4B5	MTCL1_HUMAN	Microtubule cross-linking factor 1	Representative isoform	1	1	1
PRT870_1_P42566	P42566	EPS15_HUMAN	Epidermal growth factor receptor substrate 15	Representative isoform	1	1	1
PRT870_1_Q8WVM8	Q8WVM8	SCFD1_HUMAN	Sec1 family domain-containing protein 1	Representative isoform	1	1	1
PRT870_1_P26358	P26358	DNMT1_HUMAN	DNA (cytosine-5)-methyltransferase 1	Representative isoform	1	12	1
PRT870_1_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	leading protein	19	143	19
PRT870_1_Q12888	Q12888	TP53B_HUMAN	TP53-binding protein 1	leading protein	9	30	9
PRT870_1_Q9NYF8	Q9NYF8	BCLF1_HUMAN	Bcl-2-associated transcription factor 1	leading protein	8	56	8
PRT870_1_Q8NE71	Q8NE71	ABCF1_HUMAN	ATP-binding cassette sub-family F member 1	leading protein	7	56	7
PRT870_1_P06733	P06733	ENOA_HUMAN	Alpha-enolase	leading protein	7	17	5
PRT870_1_P08238	P08238	HS90B_HUMAN	Heat shock protein HSP 90-beta	leading protein	7	28	1
PRT870_1_Q9H1E3	Q9H1E3	NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	leading protein	7	152	7
PRT870_1_P06748	P06748	NPM_HUMAN	Nucleophosmin	leading protein	7	1494	7
PRT870_1_Q641Q2	Q641Q2	WAC2A_HUMAN	WASH complex subunit 2A	leading protein	6	20	2
PRT870_1_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	leading protein	6	31	6
PRT870_1_Q13428	Q13428	TCOF_HUMAN	Treacle protein	leading protein	6	41	6
PRT870_1_Q6PKG0	Q6PKG0	LARP1_HUMAN	La-related protein 1	leading protein	6	36	6
PRT870_1_P49792	P49792	RBP2_HUMAN	E3 SUMO-protein ligase RanBP2	leading protein	6	33	4
PRT870_1_P60709	P60709	ACTB_HUMAN	Actin, cytoplasmic 1	leading protein	6	37	1
PRT870_1_P04406	P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase	leading protein	5	31	5
PRT870_1_Q5JSH3	Q5JSH3	WDR44_HUMAN	WD repeat-containing protein 44	leading protein	5	11	5
PRT870_1_Q7L2J0	Q7L2J0	MEPCE_HUMAN	7SK snRNA methylphosphate capping enzyme	leading protein	5	24	5
PRT870_1_Q9NTI5	Q9NTI5	PDS5B_HUMAN	Sister chromatid cohesion protein PDS5 homolog B	leading protein	5	20	5
PRT870_1_Q9Y4E1	Q9Y4E1	WAC2C_HUMAN	WASH complex subunit 2C	leading protein	5	15	1
PRT870_1_P35659	P35659	DEK_HUMAN	Protein DEK	leading protein	5	33	5
PRT870_1_Q9BQE3	Q9BQE3	TBA1C_HUMAN	Tubulin alpha-1C chain	leading protein	5	16	1
PRT870_1_P51858	P51858	HDGF_HUMAN	Hepatoma-derived growth factor	leading protein	5	51	5
PRT870_1_Q13263	Q13263	TIF1B_HUMAN	Transcription intermediary factor 1-beta	leading protein	5	83	5
PRT870_1_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	leading protein	5	30	5
PRT870_1_Q9ULD2	Q9ULD2	MTUS1_HUMAN	Microtubule-associated tumor suppressor 1	leading protein	5	15	5
PRT870_1_Q99590	Q99590	SCAFB_HUMAN	Protein SCAF11	leading protein	5	17	5
PRT870_1_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	leading protein	5	10	3
PRT870_1_P46013	P46013	KI67_HUMAN	Proliferation marker protein Ki-67	leading protein	5	50	5
PRT870_1_P11388	P11388	TOP2A_HUMAN	DNA topoisomerase 2-alpha	leading protein	5	24	5
PRT870_1_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	leading protein	5	22	0
PRT870_1_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	leading protein	4	17	4
PRT870_1_P27816	P27816	MAP4_HUMAN	Microtubule-associated protein 4	leading protein	4	22	4
PRT870_1_Q96T23	Q96T23	RSF1_HUMAN	Remodeling and spacing factor 1	leading protein	4	25	4
PRT870_1_P07355	P07355	ANXA2_HUMAN	Annexin A2	leading protein	4	6	3
PRT870_1_P23528	P23528	COF1_HUMAN	Cofilin-1	leading protein	4	17	4
PRT870_1_Q5UIP0	Q5UIP0	RIF1_HUMAN	Telomere-associated protein RIF1	leading protein	4	13	4
PRT870_1_P54105	P54105	ICLN_HUMAN	Methylosome subunit pICln	leading protein	4	59	4
PRT870_1_P05455	P05455	LA_HUMAN	Lupus La protein	leading protein	4	87	4
PRT870_1_Q02880	Q02880	TOP2B_HUMAN	DNA topoisomerase 2-beta	leading protein	4	28	4
PRT870_1_O00264	O00264	PGRC1_HUMAN	Membrane-associated progesterone receptor component 1	leading protein	4	50	4
PRT870_1_P63104	P63104	1433Z_HUMAN	14-3-3 protein zeta/delta	leading protein	4	13	4
PRT870_1_P22059	P22059	OSBP1_HUMAN	Oxysterol-binding protein 1	leading protein	4	25	4
PRT870_1_P19338	P19338	NUCL_HUMAN	Nucleolin	leading protein	4	90	4
PRT870_1_P52948	P52948	NUP98_HUMAN	Nuclear pore complex protein Nup98-Nup96	leading protein	4	32	4
PRT870_1_Q9Y2W1	Q9Y2W1	TR150_HUMAN	Thyroid hormone receptor-associated protein 3	leading protein	4	33	4
PRT870_1_Q9H6F5	Q9H6F5	CCD86_HUMAN	Coiled-coil domain-containing protein 86	leading protein	4	53	4
PRT870_1_Q15149	Q15149	PLEC_HUMAN	Plectin	leading protein	4	40	4
PRT870_1_P62258	P62258	1433E_HUMAN	14-3-3 protein epsilon	leading protein	4	14	4
PRT870_1_P16989	P16989	YBOX3_HUMAN	Y-box-binding protein 3	leading protein	4	30	4
PRT870_1_Q15365	Q15365	PCBP1_HUMAN	Poly(rC)-binding protein 1	leading protein	4	34	4
PRT870_1_Q9BTC0	Q9BTC0	DIDO1_HUMAN	Death-inducer obliterator 1	leading protein	4	37	4
PRT870_1_Q96RS0	Q96RS0	TGS1_HUMAN	Trimethylguanosine synthase	leading protein	4	11	4
PRT870_1_O60841	O60841	IF2P_HUMAN	Eukaryotic translation initiation factor 5B	leading protein	4	47	4
PRT870_1_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	leading protein	4	11	4
PRT870_1_Q15424	Q15424	SAFB1_HUMAN	Scaffold attachment factor B1	leading protein	4	65	2
PRT870_1_Q8N556	Q8N556	AFAP1_HUMAN	Actin filament-associated protein 1	leading protein	3	12	3
PRT870_1_Q9H4L7	Q9H4L7	SMRCD_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	leading protein	3	6	3
PRT870_1_Q13547	Q13547	HDAC1_HUMAN	Histone deacetylase 1	leading protein	3	19	3
PRT870_1_Q8IYB3	Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1	leading protein	3	36	3
PRT870_1_P46937	P46937	YAP1_HUMAN	Transcriptional coactivator YAP1	leading protein	3	21	3
PRT870_1_P46379	P46379	BAG6_HUMAN	Large proline-rich protein BAG6	leading protein	3	9	3
PRT870_1_Q9Y2K7	Q9Y2K7	KDM2A_HUMAN	Lysine-specific demethylase 2A	leading protein	3	15	3
PRT870_1_Q8NEJ9	Q8NEJ9	NGDN_HUMAN	Neuroguidin	leading protein	3	21	3
PRT870_1_Q8N3X1	Q8N3X1	FNBP4_HUMAN	Formin-binding protein 4	leading protein	3	18	3
PRT870_1_Q9H6Z4	Q9H6Z4	RANB3_HUMAN	Ran-binding protein 3	leading protein	3	6	3
PRT870_1_P50402	P50402	EMD_HUMAN	Emerin	leading protein	3	14	3
PRT870_1_Q9BUJ2	Q9BUJ2	HNRL1_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 1	leading protein	3	57	3
PRT870_1_Q16204	Q16204	CCDC6_HUMAN	Coiled-coil domain-containing protein 6	leading protein	3	15	3
PRT870_1_O00193	O00193	SMAP_HUMAN	Small acidic protein	leading protein	3	47	3
PRT870_1_Q86XP3	Q86XP3	DDX42_HUMAN	ATP-dependent RNA helicase DDX42	leading protein	3	7	3
PRT870_1_P29966	P29966	MARCS_HUMAN	Myristoylated alanine-rich C-kinase substrate	leading protein	3	47	3
PRT870_1_P24534	P24534	EF1B_HUMAN	Elongation factor 1-beta	leading protein	3	63	3
PRT870_1_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	leading protein	3	16	3
PRT870_1_P08670	P08670	VIME_HUMAN	Vimentin	leading protein	3	22	3
PRT870_1_P13861	P13861	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	leading protein	3	16	3
PRT870_1_P55081	P55081	MFAP1_HUMAN	Microfibrillar-associated protein 1	leading protein	3	16	3
PRT870_1_Q14676	Q14676	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1	leading protein	3	8	3
PRT870_1_Q13442	Q13442	HAP28_HUMAN	28 kDa heat- and acid-stable phosphoprotein	leading protein	3	31	3
PRT870_1_Q9HBL0	Q9HBL0	TENS1_HUMAN	Tensin-1	leading protein	3	7	3
PRT870_1_Q9Y618	Q9Y618	NCOR2_HUMAN	Nuclear receptor corepressor 2	leading protein	3	7	3
PRT870_1_P49006	P49006	MRP_HUMAN	MARCKS-related protein	leading protein	3	11	3
PRT870_1_Q9H7L9	Q9H7L9	SDS3_HUMAN	Sin3 histone deacetylase corepressor complex component SDS3	leading protein	3	6	3
PRT870_1_P00558	P00558	PGK1_HUMAN	Phosphoglycerate kinase 1	leading protein	3	7	3
PRT870_1_Q8IZL8	Q8IZL8	PELP1_HUMAN	Proline-, glutamic acid- and leucine-rich protein 1	leading protein	3	14	3
PRT870_1_Q96TA1	Q96TA1	NIBA2_HUMAN	Protein Niban 2	leading protein	3	54	3
PRT870_1_Q9UKV3	Q9UKV3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus	leading protein	3	13	3
PRT870_1_Q8NC51	Q8NC51	PAIRB_HUMAN	Plasminogen activator inhibitor 1 RNA-binding protein	leading protein	3	11	3
PRT870_1_Q12789	Q12789	TF3C1_HUMAN	General transcription factor 3C polypeptide 1	leading protein	3	14	3
PRT870_1_O95218	O95218	ZRAB2_HUMAN	Zinc finger Ran-binding domain-containing protein 2	leading protein	3	37	3
PRT870_1_P20020	P20020	AT2B1_HUMAN	Plasma membrane calcium-transporting ATPase 1	leading protein	3	6	2
PRT870_1_Q96I25	Q96I25	SPF45_HUMAN	Splicing factor 45	leading protein	3	26	3
PRT870_1_Q9UKS6	Q9UKS6	PACN3_HUMAN	Protein kinase C and casein kinase substrate in neurons protein 3	leading protein	3	21	3
PRT870_1_O15085	O15085	ARHGB_HUMAN	Rho guanine nucleotide exchange factor 11	leading protein	3	5	3
PRT870_1_P49736	P49736	MCM2_HUMAN	DNA replication licensing factor MCM2	leading protein	3	38	3
PRT870_1_Q96AC1	Q96AC1	FERM2_HUMAN	Fermitin family homolog 2	leading protein	3	9	3
PRT870_1_Q02952	Q02952	AKA12_HUMAN	A-kinase anchor protein 12	leading protein	3	19	3
PRT870_1_Q14C86	Q14C86	GAPD1_HUMAN	GTPase-activating protein and VPS9 domain-containing protein 1	leading protein	3	11	3
PRT870_1_P20810	P20810	ICAL_HUMAN	Calpastatin	leading protein	3	15	3
PRT870_1_Q86WB0	Q86WB0	NIPA_HUMAN	Nuclear-interacting partner of ALK	leading protein	3	12	3
PRT870_1_Q9UPU5	Q9UPU5	UBP24_HUMAN	Ubiquitin carboxyl-terminal hydrolase 24	leading protein	3	7	3
PRT870_1_Q9NQC3	Q9NQC3	RTN4_HUMAN	Reticulon-4	leading protein	3	50	3
PRT870_1_P09651	P09651	ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1	leading protein	3	15	2
PRT870_1_Q9H7N4	Q9H7N4	SFR19_HUMAN	Splicing factor, arginine/serine-rich 19	leading protein	3	11	3
PRT870_1_Q7Z417	Q7Z417	NUFP2_HUMAN	Nuclear fragile X mental retardation-interacting protein 2	leading protein	3	14	3
PRT870_1_Q14247	Q14247	SRC8_HUMAN	Src substrate cortactin	leading protein	3	22	3
PRT870_1_Q96ST3	Q96ST3	SIN3A_HUMAN	Paired amphipathic helix protein Sin3a	leading protein	3	10	3
PRT870_1_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	leading protein	3	47	1
PRT870_1_P67809	P67809	YBOX1_HUMAN	Y-box-binding protein 1	leading protein	3	73	3
PRT870_1_Q6P2E9	Q6P2E9	EDC4_HUMAN	Enhancer of mRNA-decapping protein 4	leading protein	3	19	3
PRT870_1_P27824	P27824	CALX_HUMAN	Calnexin	leading protein	3	40	3
PRT870_1_Q8WWM7	Q8WWM7	ATX2L_HUMAN	Ataxin-2-like protein	leading protein	3	14	3
PRT870_1_Q12906	Q12906	ILF3_HUMAN	Interleukin enhancer-binding factor 3	leading protein	3	18	3
PRT870_1_Q14157	Q14157	UBP2L_HUMAN	Ubiquitin-associated protein 2-like	leading protein	3	32	3
PRT870_1_Q99733	Q99733	NP1L4_HUMAN	Nucleosome assembly protein 1-like 4	leading protein	3	37	3
PRT870_1_P12270	P12270	TPR_HUMAN	Nucleoprotein TPR	leading protein	3	8	3
PRT870_1_Q8WWI1	Q8WWI1	LMO7_HUMAN	LIM domain only protein 7	leading protein	3	9	3
PRT870_1_P08651	P08651	NFIC_HUMAN	Nuclear factor 1 C-type	leading protein	3	11	3
PRT870_1_P61978	P61978	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K	leading protein	3	41	3
PRT870_1_P46100	P46100	ATRX_HUMAN	Transcriptional regulator ATRX	leading protein	3	12	3
PRT870_1_Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIM domain and actin-binding protein 1	leading protein	3	34	3
PRT870_1_P05387	P05387	RLA2_HUMAN	60S acidic ribosomal protein P2	leading protein	3	258	2
PRT870_1_Q04726	Q04726	TLE3_HUMAN	Transducin-like enhancer protein 3	leading protein	3	17	3
PRT870_1_Q14694	Q14694	UBP10_HUMAN	Ubiquitin carboxyl-terminal hydrolase 10	leading protein	3	31	3
PRT870_1_P18858	P18858	DNLI1_HUMAN	DNA ligase 1	leading protein	3	22	3
PRT870_1_Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1	leading protein	3	13	3
PRT870_1_Q9Y6G9	Q9Y6G9	DC1L1_HUMAN	Cytoplasmic dynein 1 light intermediate chain 1	leading protein	3	21	3
PRT870_1_P54725	P54725	RD23A_HUMAN	UV excision repair protein RAD23 homolog A	leading protein	3	14	3
PRT870_1_Q99700	Q99700	ATX2_HUMAN	Ataxin-2	leading protein	3	6	3
PRT870_1_Q9Y2X3	Q9Y2X3	NOP58_HUMAN	Nucleolar protein 58	leading protein	3	44	3
PRT870_1_P68104	P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1	leading protein	3	18	0
PRT870_1_P61981	P61981	1433G_HUMAN	14-3-3 protein gamma	leading protein	2	23	2
PRT870_1_Q9UER7	Q9UER7	DAXX_HUMAN	Death domain-associated protein 6	leading protein	2	3	2
PRT870_1_Q96T37	Q96T37	RBM15_HUMAN	RNA-binding protein 15	leading protein	2	10	2
PRT870_1_Q16637	Q16637	SMN_HUMAN	Survival motor neuron protein	leading protein	2	11	2
PRT870_1_Q9HB58	Q9HB58	SP110_HUMAN	Sp110 nuclear body protein	leading protein	2	6	2
PRT870_1_Q04721	Q04721	NOTC2_HUMAN	Neurogenic locus notch homolog protein 2	leading protein	2	3	2
PRT870_1_Q9NZT2	Q9NZT2	OGFR_HUMAN	Opioid growth factor receptor	leading protein	2	5	2
PRT870_1_Q8N9T8	Q8N9T8	KRI1_HUMAN	Protein KRI1 homolog	leading protein	2	18	2
PRT870_1_P35579	P35579	MYH9_HUMAN	Myosin-9	leading protein	2	7	2
PRT870_1_Q86VQ1	Q86VQ1	GLCI1_HUMAN	Glucocorticoid-induced transcript 1 protein	leading protein	2	11	2
PRT870_1_Q9BWU0	Q9BWU0	NADAP_HUMAN	Kanadaptin	leading protein	2	7	2
PRT870_1_Q13541	Q13541	4EBP1_HUMAN	Eukaryotic translation initiation factor 4E-binding protein 1	leading protein	2	40	2
PRT870_1_Q13200	Q13200	PSMD2_HUMAN	26S proteasome non-ATPase regulatory subunit 2	leading protein	2	10	2
PRT870_1_O95155	O95155	UBE4B_HUMAN	Ubiquitin conjugation factor E4 B	leading protein	2	9	2
PRT870_1_Q9NU22	Q9NU22	MDN1_HUMAN	Midasin	leading protein	2	4	2
PRT870_1_Q9H0G5	Q9H0G5	NSRP1_HUMAN	Nuclear speckle splicing regulatory protein 1	leading protein	2	9	2
PRT870_1_Q08AD1	Q08AD1	CAMP2_HUMAN	Calmodulin-regulated spectrin-associated protein 2	leading protein	2	5	2
PRT870_1_Q9H4L4	Q9H4L4	SENP3_HUMAN	Sentrin-specific protease 3	leading protein	2	13	2
PRT870_1_Q9NX63	Q9NX63	MIC19_HUMAN	MICOS complex subunit MIC19	leading protein	2	4	2
PRT870_1_P05388	P05388	RLA0_HUMAN	60S acidic ribosomal protein P0	leading protein	2	68	0
PRT870_1_Q14432	Q14432	PDE3A_HUMAN	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	leading protein	2	7	2
PRT870_1_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	leading protein	2	4	2
PRT870_1_P05783	P05783	K1C18_HUMAN	Keratin, type I cytoskeletal 18	leading protein	2	4	2
PRT870_1_Q15459	Q15459	SF3A1_HUMAN	Splicing factor 3A subunit 1	leading protein	2	38	2
